data_path,info_path,classifier,accuracy
data/LL0/LL0_40708_allrep/LL0_40708_allrep_dataset/tables/learningData.csv,data/LL0/LL0_40708_allrep/LL0_40708_allrep_problem/problemDoc.json,qda,0.904820577218331
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,knn,0.32517689941498173
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,linear_svm,0.39453269368074
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,rbf_svm,0.36511543033635746
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,gausian_process,0.34748849686502165
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,decision_tree,0.32605131704965185
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,random_forest,0.34851443719507075
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,mlp,0.3990690620613558
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,ada_boost,0.34664807690985905
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,naive_bayes,0.37969823874250164
data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_dataset/tables/learningData.csv,data/LL0/LL0_679_rmftsa_sleepdata/LL0_679_rmftsa_sleepdata_problem/problemDoc.json,qda,0.37771198131535816
data/LL0/LL0_953_splice/LL0_953_splice_dataset/tables/learningData.csv,data/LL0/LL0_953_splice/LL0_953_splice_problem/problemDoc.json,linear_svm,0.8896434825292987
data/LL0/LL0_953_splice/LL0_953_splice_dataset/tables/learningData.csv,data/LL0/LL0_953_splice/LL0_953_splice_problem/problemDoc.json,decision_tree,0.9432562102053628
data/LL0/LL0_953_splice/LL0_953_splice_dataset/tables/learningData.csv,data/LL0/LL0_953_splice/LL0_953_splice_problem/problemDoc.json,random_forest,0.5191185355101502
data/LL0/LL0_953_splice/LL0_953_splice_dataset/tables/learningData.csv,data/LL0/LL0_953_splice/LL0_953_splice_problem/problemDoc.json,mlp,0.9112671037291911
data/LL0/LL0_953_splice/LL0_953_splice_dataset/tables/learningData.csv,data/LL0/LL0_953_splice/LL0_953_splice_problem/problemDoc.json,ada_boost,0.9037365069925284
data/LL0/LL0_953_splice/LL0_953_splice_dataset/tables/learningData.csv,data/LL0/LL0_953_splice/LL0_953_splice_problem/problemDoc.json,naive_bayes,0.48056464135857535
data/LL0/LL0_953_splice/LL0_953_splice_dataset/tables/learningData.csv,data/LL0/LL0_953_splice/LL0_953_splice_problem/problemDoc.json,qda,0.5188087922253846
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,knn,0.6880984483126191
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,linear_svm,0.548178654359187
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,rbf_svm,0.7078725230909289
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,gausian_process,0.7419425189999597
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,decision_tree,0.7062931784526917
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,random_forest,0.7177692117105439
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,mlp,0.737949214361031
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,ada_boost,0.6194920283717367
data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_dataset/tables/learningData.csv,data/LL0/LL0_40496_led_display_domain_7digit/LL0_40496_led_display_domain_7digit_problem/problemDoc.json,naive_bayes,0.6003209394248442
